Source IP,Source Port,Destination IP,Destination Port,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,Predicted_Label
192.168.12.140,53238,192.168.12.146,80,04/08/2024 11:53:48 AM,10161,2,5,294.0,634.0,294.0,0.0,147.0,207.88939366884497,634.0,0.0,126.8,283.53341954697333,91329.59354394252,688.9085719909458,1693.5,2637.158679336532,6151.0,18.0,3758.0,3758.0,0.0,3758.0,3758.0,10161.0,2540.25,3013.355756738103,6151.0,27.0,0,0,0,0,64,176,196.83102056884164,492.07755142210414,0.0,634.0,116.0,233.2209253047419,54392.0,0,1,0,0,0,0,0,0,2.0,132.57142857142858,147.0,126.8,0,0,0,0,0,0,2,294,5,634,-1,507,1,0,0,0,0,0,0,0,0,0,No Label,BENIGN
192.168.12.140,53238,192.168.12.146,80,04/08/2024 11:53:48 AM,412,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4854.368932038835,412.0,0.0,412.0,412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,2427.1844660194174,2427.1844660194174,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,501,0,0,0,0,0,0,0,0,0,0,No Label,BENIGN
192.168.12.140,53214,192.168.12.146,80,04/08/2024 11:53:48 AM,12748,2,5,387.0,634.0,387.0,0.0,193.5,273.6503243191939,634.0,0.0,126.8,283.53341954697333,80090.99466582993,549.1057420771886,2124.666666666667,3347.641597702279,7758.0,14.0,4787.0,4787.0,0.0,4787.0,4787.0,12748.0,3187.0,3819.5798198231178,7758.0,31.0,0,0,0,0,64,176,156.88735487919672,392.21838719799183,0.0,634.0,127.625,245.36266889181468,60202.83928571428,0,1,0,0,0,0,0,0,2.0,145.85714285714286,193.5,126.8,0,0,0,0,0,0,2,387,5,634,-1,507,1,0,0,0,0,0,0,0,0,0,No Label,BENIGN
192.168.12.140,53252,192.168.12.146,80,04/08/2024 11:53:48 AM,13138,4,8,352.0,17647.0,352.0,0.0,88.0,176.0,7240.0,0.0,2205.875,2854.1354676779347,1369995.433094839,913.3810321205664,1194.3636363636365,2879.5558085485086,9303.0,0.0,12949.0,4316.333333333334,4795.838856064008,9479.0,0.0,13138.0,1876.8571428571431,3528.6560439054524,9303.0,10.0,0,0,0,0,128,272,304.4603440401888,608.9206880803775,0.0,7240.0,1384.5384615384614,2435.044442283844,5929441.435897436,0,1,0,0,0,0,0,0,2.0,1499.9166666666667,88.0,2205.875,0,0,0,0,0,0,4,352,8,17647,-1,507,1,0,0,0,0,0,0,0,0,0,No Label,BENIGN
192.168.12.140,53282,192.168.12.146,80,04/08/2024 11:53:48 AM,15145,4,6,341.0,17647.0,341.0,0.0,85.25,170.5,7240.0,0.0,2941.1666666666665,3548.5862208303,1187718.719049191,660.2839220864972,1682.7777777777778,3666.2927385090848,11232.0,0.0,14958.0,4986.0,6868.923569235576,12821.0,0.0,15145.0,3028.9999999999995,4683.978917544356,11232.0,45.0,0,0,0,0,128,208,264.1135688345989,396.1703532518983,0.0,7240.0,1635.2727272727277,2925.1681008416967,8556608.418181818,0,1,0,0,0,0,0,0,1.0,1798.8,85.25,2941.1666666666665,0,0,0,0,0,0,4,341,6,17647,-1,507,1,0,0,0,0,0,0,0,0,0,No Label,BENIGN
192.168.12.140,53308,192.168.12.146,80,04/08/2024 11:53:48 AM,13985,4,8,356.0,17647.0,356.0,0.0,89.0,178.0,7240.0,0.0,2205.875,2854.1354676779347,1287307.8298176618,858.0622095101895,1271.3636363636365,3744.7351648074464,12527.0,1.0,13756.0,4585.333333333334,7071.218871830607,12729.0,1.0,13985.0,1997.8571428571431,4660.785499912056,12527.0,15.0,0,0,0,0,128,272,286.0207365033965,572.041473006793,0.0,7240.0,1384.8461538461538,2434.9033466838696,5928754.307692308,0,1,0,0,0,0,0,0,2.0,1500.25,89.0,2205.875,0,0,0,0,0,0,4,356,8,17647,-1,507,1,0,0,0,0,0,0,0,0,0,No Label,BENIGN
192.168.12.140,53270,192.168.12.146,80,04/08/2024 11:53:48 AM,17487,4,8,330.0,16542.0,330.0,0.0,82.5,165.0,7240.0,0.0,2067.75,2940.4556376763885,964831.0173271572,686.224052153028,1589.7272727272727,4297.269414195695,14293.0,1.0,17332.0,5777.333333333334,7667.230943002391,14476.0,1.0,17487.0,2498.1428571428573,5313.9360938501895,14293.0,3.0,0,0,0,0,128,272,228.741350717676,457.482701435352,0.0,7240.0,1297.8461538461538,2465.4329520442534,6078359.641025641,0,1,0,0,0,0,0,0,2.0,1406.0,82.5,2067.75,0,0,0,0,0,0,4,330,8,16542,-1,507,1,0,0,0,0,0,0,0,0,0,No Label,BENIGN
192.168.12.140,53230,192.168.12.146,80,04/08/2024 11:53:48 AM,21674,3,6,388.0,17647.0,388.0,0.0,129.33333333333331,224.0119044455748,7240.0,0.0,2941.1666666666665,3548.5862208303,832102.9805296669,415.24407123742736,2709.25,5854.891550782864,16615.0,18.0,21526.0,10763.0,8498.009296299928,16772.0,4754.0,21674.0,4334.8,7172.180958397523,16615.0,28.0,0,0,0,0,96,208,138.41469041247578,276.8293808249516,0.0,7240.0,1803.5,3027.4578719887527,9165501.166666666,0,1,0,0,0,0,0,0,2.0,2003.888888888889,129.33333333333334,2941.1666666666665,0,0,0,0,0,0,3,388,6,17647,-1,507,1,0,0,0,0,0,0,0,0,0,No Label,DoS Attack
192.168.12.140,53214,192.168.12.146,80,04/08/2024 11:53:48 AM,10453,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.3326317803501,10453.0,0.0,10453.0,10453.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,95.66631589017508,95.66631589017508,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,501,0,0,0,0,0,0,0,0,0,0,No Label,BENIGN
192.168.12.140,53314,192.168.12.146,80,04/08/2024 11:53:48 AM,20915,3,8,359.0,17647.0,359.0,0.0,119.66666666666666,207.2687466390757,7240.0,0.0,2205.875,2854.1354676779347,860913.2201769066,525.9383217786278,2091.5,6235.867172165304,19829.0,14.0,20715.0,10357.5,13639.382702307315,20002.0,713.0,20915.0,2987.8571428571427,7431.641237047876,19829.0,37.0,0,0,0,0,96,272,143.43772412144395,382.5005976571839,0.0,7240.0,1500.4999999999998,2505.6405277983217,6278234.454545453,0,1,0,0,0,0,0,0,2.0,1636.909090909091,119.66666666666669,2205.875,0,0,0,0,0,0,3,359,8,17647,-1,507,1,0,0,0,0,0,0,0,0,0,No Label,BENIGN
192.168.12.140,53324,192.168.12.146,80,04/08/2024 11:53:48 AM,42060,2,5,295.0,634.0,295.0,0.0,147.5,208.59650045003156,634.0,0.0,126.8,283.53341954697333,22087.49405611032,166.42891107941037,7010.0,16736.973573498883,41171.0,28.0,632.0,632.0,0.0,632.0,632.0,42060.0,10515.0,20440.104908406574,41171.0,28.0,0,0,0,0,64,176,47.5511174512601,118.87779362815026,0.0,634.0,116.125,233.3301998088913,54442.982142857145,0,1,0,0,0,0,0,0,2.0,132.71428571428572,147.5,126.8,0,0,0,0,0,0,2,295,5,634,-1,507,1,0,0,0,0,0,0,0,0,0,No Label,BENIGN
192.168.12.140,53326,192.168.12.146,80,04/08/2024 11:53:48 AM,40747,3,6,335.0,17647.0,335.0,0.0,111.66666666666666,193.41234017852463,7240.0,0.0,2941.1666666666665,3548.5862208303,441308.5625935652,220.87515645323583,5093.375000000001,14018.385855088412,39784.0,27.0,40544.0,20272.0,27833.137121064883,39953.0,591.0,40747.0,8149.4,17686.921306434313,39784.0,45.0,0,0,0,0,96,208,73.6250521510786,147.2501043021572,0.0,7240.0,1798.2,3030.256344125215,9182453.511111112,0,1,0,0,0,0,0,0,2.0,1998.0,111.66666666666669,2941.1666666666665,0,0,0,0,0,0,3,335,6,17647,-1,507,1,0,0,0,0,0,0,0,0,0,No Label,DoS Attack
192.168.12.140,53332,192.168.12.146,80,04/08/2024 11:53:48 AM,40791,2,5,297.0,634.0,297.0,0.0,148.5,210.0107140124046,634.0,0.0,126.8,283.53341954697333,22823.66208232208,171.60648182197053,6798.5,16252.574020751295,39971.0,1.0,591.0,591.0,0.0,591.0,591.0,40791.0,10197.75,19851.612753543897,39971.0,1.0,0,0,0,0,64,176,49.030423377705866,122.57605844426466,0.0,634.0,116.375,233.55020108869837,54545.69642857143,0,1,0,0,0,0,0,0,2.0,133.0,148.5,126.8,0,0,0,0,0,0,2,297,5,634,-1,507,1,0,0,0,0,0,0,0,0,0,No Label,BENIGN
192.168.12.140,53336,192.168.12.146,80,04/08/2024 11:53:48 AM,39495,2,5,396.0,634.0,396.0,0.0,198.0,280.0142853498728,634.0,0.0,126.8,283.53341954697333,26079.25053804279,177.2376250158248,6582.5,15605.872109561837,38433.0,49.0,752.0,752.0,0.0,752.0,752.0,39495.0,9873.75,19044.2582663822,38433.0,49.0,0,0,0,0,64,176,50.6393214330928,126.598303582732,0.0,634.0,128.75,246.73858346725703,60879.928571428565,0,1,0,0,0,0,0,0,2.0,147.14285714285714,198.0,126.8,0,0,0,0,0,0,2,396,5,634,-1,506,1,0,0,0,0,0,0,0,0,0,No Label,BENIGN
192.168.12.140,53338,192.168.12.146,80,04/08/2024 11:53:48 AM,39595,2,5,363.0,634.0,363.0,0.0,181.5,256.6797615707168,634.0,0.0,126.8,283.53341954697333,25179.94696300038,176.7899987372143,6599.166666666666,15618.676812286842,38476.0,53.0,753.0,753.0,0.0,753.0,753.0,39595.0,9898.75,19056.85737252254,38476.0,53.0,0,0,0,0,64,176,50.51142821063266,126.27857052658165,0.0,634.0,124.625,241.8600170700872,58496.267857142855,0,1,0,0,0,0,0,0,2.0,142.42857142857142,181.5,126.8,0,0,0,0,0,0,2,363,5,634,-1,507,1,0,0,0,0,0,0,0,0,0,No Label,BENIGN
192.168.12.140,53358,192.168.12.146,80,04/08/2024 11:53:48 AM,37639,2,5,359.0,634.0,359.0,0.0,179.5,253.85133444597056,634.0,0.0,126.8,283.53341954697333,26382.209941815672,185.9773107680863,6273.166666666667,14998.178201590574,36887.0,39.0,202.0,202.0,0.0,202.0,202.0,37639.0,9409.75,18320.48742755861,36887.0,39.0,0,0,0,0,64,176,53.13637450516752,132.84093626291877,0.0,634.0,124.12499999999996,241.30030933613463,58225.83928571428,0,1,0,0,0,0,0,0,2.0,141.85714285714286,179.5,126.8,0,0,0,0,0,0,2,359,5,634,-1,507,1,0,0,0,0,0,0,0,0,0,No Label,BENIGN
192.168.12.140,53342,192.168.12.146,80,04/08/2024 11:53:48 AM,38690,2,5,298.0,634.0,298.0,0.0,149.0,210.7178207935912,634.0,0.0,126.8,283.53341954697333,24088.911863530622,180.9253036960455,6448.333333333334,14893.657840391888,36824.0,36.0,1600.0,1600.0,0.0,1600.0,1600.0,38690.0,9672.5,18119.44843715356,36824.0,36.0,0,0,0,0,64,176,51.69294391315585,129.23235978288963,0.0,634.0,116.50000000000004,233.6609264969832,54597.42857142857,0,1,0,0,0,0,0,0,2.0,133.14285714285714,149.0,126.8,0,0,0,0,0,0,2,298,5,634,-1,507,1,0,0,0,0,0,0,0,0,0,No Label,BENIGN
192.168.12.140,53332,192.168.12.146,80,04/08/2024 11:53:48 AM,695,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2877.6978417266187,695.0,0.0,695.0,695.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,1438.848920863309,1438.848920863309,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,501,0,0,0,0,0,0,0,0,0,0,No Label,BENIGN
192.168.12.140,53358,192.168.12.146,80,04/08/2024 11:53:48 AM,868,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2304.147465437788,868.0,0.0,868.0,868.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,1152.073732718894,1152.073732718894,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,501,0,0,0,0,0,0,0,0,0,0,No Label,BENIGN
192.168.12.140,53336,192.168.12.146,80,04/08/2024 11:53:48 AM,1479,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1352.2650439486138,1479.0,0.0,1479.0,1479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,676.1325219743069,676.1325219743069,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,501,0,0,0,0,0,0,0,0,0,0,No Label,BENIGN
192.168.12.140,53342,192.168.12.146,80,04/08/2024 11:53:48 AM,2033,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,983.7678307919332,2033.0,0.0,2033.0,2033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,491.88391539596654,491.88391539596654,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,501,0,0,0,0,0,0,0,0,0,0,No Label,BENIGN
192.168.12.140,53324,192.168.12.146,80,04/08/2024 11:53:48 AM,3517,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,568.6664771111742,3517.0,0.0,3517.0,3517.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,284.3332385555871,284.3332385555871,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,501,0,0,0,0,0,0,0,0,0,0,No Label,BENIGN
192.168.12.140,53372,192.168.12.146,80,04/08/2024 11:53:48 AM,40318,4,7,298.0,17647.0,298.0,0.0,74.5,149.0,7240.0,0.0,2521.0,3424.835811149687,445086.56183342426,272.83099360087306,4031.8,12485.337327352348,39565.0,0.0,40033.0,13344.333333333332,22938.348552878288,39831.0,0.0,40318.0,6719.666666666667,16091.578538684967,39565.0,19.0,0,0,0,0,128,240,99.21127040031747,173.6197232005556,0.0,7240.0,1495.4166666666663,2830.3331142956986,8010785.537878787,0,1,0,0,0,0,0,0,1.0,1631.3636363636365,74.5,2521.0,0,0,0,0,0,0,4,298,7,17647,-1,507,1,0,0,0,0,0,0,0,0,0,No Label,DoS Attack
192.168.12.140,53338,192.168.12.146,80,04/08/2024 11:53:48 AM,5238,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381.82512409316536,5238.0,0.0,5238.0,5238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,190.91256204658268,190.91256204658268,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,501,0,0,0,0,0,0,0,0,0,0,No Label,BENIGN
192.168.12.140,53376,192.168.12.146,80,04/08/2024 11:53:48 AM,41775,2,5,334.0,634.0,334.0,0.0,167.0,236.17366491630688,634.0,0.0,126.8,283.53341954697333,23171.75344105326,167.5643327348893,6962.500000000001,12144.0273015174,30002.0,48.0,11316.0,11316.0,0.0,11316.0,11316.0,41775.0,10443.75,14134.527332623,30002.0,48.0,0,0,0,0,64,176,47.8755236385398,119.68880909634947,0.0,634.0,121.0,237.96278220403653,56626.285714285725,0,1,0,0,0,0,0,0,2.0,138.28571428571428,167.0,126.8,0,0,0,0,0,0,2,334,5,634,-1,507,1,0,0,0,0,0,0,0,0,0,No Label,BENIGN
192.168.12.140,53376,192.168.12.146,80,04/08/2024 11:53:48 AM,536,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3731.3432835820895,536.0,0.0,536.0,536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,1865.6716417910447,1865.6716417910447,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,501,0,0,0,0,0,0,0,0,0,0,No Label,BENIGN
192.168.12.140,53410,192.168.12.146,80,04/08/2024 11:53:48 AM,35259,3,6,387.0,17647.0,387.0,0.0,129.0,223.4345541763852,7240.0,0.0,2941.1666666666665,3548.5862208303,511472.2482203126,255.2539777078193,4407.375,12044.125490847631,34213.0,13.0,34749.0,17374.5,24163.96003348789,34461.0,288.0,35259.0,7051.8,15186.055600451356,34213.0,13.0,0,0,0,0,96,208,85.08465923593977,170.16931847187954,0.0,7240.0,1803.4,3027.5098385013093,9165815.822222224,0,1,0,0,0,0,0,0,2.0,2003.7777777777776,129.0,2941.1666666666665,0,0,0,0,0,0,3,387,6,17647,-1,507,1,0,0,0,0,0,0,0,0,0,No Label,DoS Attack
192.168.12.140,53424,192.168.12.146,80,04/08/2024 11:53:48 AM,41332,2,5,346.0,634.0,346.0,0.0,173.0,244.65894629054543,634.0,0.0,126.8,283.53341954697333,23710.44227233137,169.36030194522402,6888.666666666666,16555.057011882098,40681.0,34.0,176.0,176.0,0.0,176.0,176.0,41332.0,10333.0,20233.143815696723,40681.0,34.0,0,0,0,0,64,176,48.38865769863544,120.9716442465886,0.0,634.0,122.5,239.52989673226892,57374.57142857143,0,1,0,0,0,0,0,0,2.0,140.0,173.0,126.8,0,0,0,0,0,0,2,346,5,634,-1,507,1,0,0,0,0,0,0,0,0,0,No Label,BENIGN
192.168.12.140,53424,192.168.12.146,80,04/08/2024 11:53:48 AM,562,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3558.7188612099644,562.0,0.0,562.0,562.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,1779.3594306049822,1779.3594306049822,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,501,0,0,0,0,0,0,0,0,0,0,No Label,BENIGN
192.168.12.140,53394,192.168.12.146,80,04/08/2024 11:53:48 AM,44208,2,5,336.0,634.0,336.0,0.0,168.0,237.58787847867995,634.0,0.0,126.8,283.53341954697333,21941.730003619257,158.34238146941732,7368.0,17169.89807774059,42401.0,20.0,1339.0,1339.0,0.0,1339.0,1339.0,44208.0,11052.0,20913.26121547442,42401.0,33.0,0,0,0,0,64,176,45.24068041983352,113.1017010495838,0.0,634.0,121.25,238.2194366545266,56748.5,0,1,0,0,0,0,0,0,2.0,138.57142857142858,168.0,126.8,0,0,0,0,0,0,2,336,5,634,-1,507,1,0,0,0,0,0,0,0,0,0,No Label,BENIGN
192.168.12.140,53394,192.168.12.146,80,04/08/2024 11:53:48 AM,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106632.08726918798,60169.567843979676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,501,0,0,0,0,0,0,0,0,0,0,No Label,BENIGN
192.168.12.140,53452,192.168.12.146,80,04/08/2024 11:53:48 AM,44549,2,5,346.0,634.0,346.0,0.0,173.0,244.65894629054543,634.0,0.0,126.8,283.53341954697333,21998.249118947675,157.13035084962627,7424.833333333333,17914.660325182464,43992.0,0.0,0.0,0.0,0.0,0.0,0.0,44549.0,11137.25,21903.74624541047,43992.0,48.0,0,0,0,0,64,176,44.89438595703607,112.2359648925902,0.0,634.0,122.5,239.52989673226892,57374.57142857143,0,1,0,0,0,0,0,0,2.0,140.0,173.0,126.8,0,0,0,0,0,0,2,346,5,634,-1,507,1,0,0,0,0,0,0,0,0,0,No Label,BENIGN
192.168.12.140,53452,192.168.12.146,80,04/08/2024 11:53:48 AM,1170,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1709.4017094017092,1170.0,0.0,1170.0,1170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,854.7008547008546,854.7008547008546,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,501,0,0,0,0,0,0,0,0,0,0,No Label,BENIGN
192.168.12.140,53438,192.168.12.146,80,04/08/2024 11:53:48 AM,48468,2,5,330.0,634.0,330.0,0.0,165.0,233.3452377915607,634.0,0.0,126.8,283.53341954697333,19889.41157052076,144.42518775274408,8077.999999999999,19413.237803107444,47704.0,21.0,414.0,414.0,0.0,414.0,414.0,48468.0,12117.0,23726.203137740627,47704.0,35.0,0,0,0,0,64,176,41.26433935792688,103.1608483948172,0.0,634.0,120.5,237.4549581349211,56384.85714285714,0,1,0,0,0,0,0,0,2.0,137.71428571428572,165.0,126.8,0,0,0,0,0,0,2,330,5,634,-1,507,1,0,0,0,0,0,0,0,0,0,No Label,BENIGN
192.168.12.140,53438,192.168.12.146,80,04/08/2024 11:53:48 AM,664,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3012.0481927710844,664.0,0.0,664.0,664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,1506.0240963855422,1506.0240963855422,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,501,0,0,0,0,0,0,0,0,0,0,No Label,BENIGN
192.168.12.140,53398,192.168.12.146,80,04/08/2024 11:53:48 AM,51140,2,5,387.0,634.0,387.0,0.0,193.5,273.6503243191939,634.0,0.0,126.8,283.53341954697333,19964.80250293313,136.8791552600704,8523.333333333332,20106.364153338774,49555.0,56.0,1214.0,1214.0,0.0,1214.0,1214.0,51140.0,12785.0,24521.5376896855,49555.0,59.0,0,0,0,0,64,176,39.10833007430583,97.77082518576456,0.0,634.0,127.625,245.36266889181468,60202.83928571428,0,1,0,0,0,0,0,0,2.0,145.85714285714286,193.5,126.8,0,0,0,0,0,0,2,387,5,634,-1,507,1,0,0,0,0,0,0,0,0,0,No Label,BENIGN
192.168.12.140,53398,192.168.12.146,80,04/08/2024 11:53:48 AM,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106632.08726918798,60169.567843979676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,501,0,0,0,0,0,0,0,0,0,0,No Label,BENIGN
192.168.12.140,53380,192.168.12.146,80,04/08/2024 11:53:48 AM,53940,2,5,343.0,634.0,343.0,0.0,171.5,242.5376259469858,634.0,0.0,126.8,283.53341954697333,18112.717834631072,129.77382276603635,8990.0,20539.25416367401,50879.0,41.0,2285.0,2285.0,0.0,2285.0,2285.0,53940.0,13485.0,24966.038091775798,50879.0,41.0,0,0,0,0,64,176,37.07823507601038,92.69558769002596,0.0,634.0,122.125,239.132024204204,57184.12500000001,0,1,0,0,0,0,0,0,2.0,139.57142857142858,171.5,126.8,0,0,0,0,0,0,2,343,5,634,-1,507,1,0,0,0,0,0,0,0,0,0,No Label,BENIGN
192.168.12.140,53380,192.168.12.146,80,04/08/2024 11:53:48 AM,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106632.08726918798,60169.567843979676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,501,0,0,0,0,0,0,0,0,0,0,No Label,BENIGN
192.168.12.140,53458,192.168.12.146,80,04/08/2024 11:53:48 AM,56282,2,5,354.0,634.0,354.0,0.0,177.0,250.31580054003783,634.0,0.0,126.8,283.53341954697333,17554.457908389893,124.37368963434136,9380.333333333332,22274.226232726167,54843.0,88.0,901.0,901.0,0.0,901.0,901.0,56282.0,14070.5,27185.58824696154,54843.0,88.0,0,0,0,0,64,176,35.5353398955261,88.83834973881525,0.0,634.0,123.5,240.61053296027703,57893.428571428565,0,1,0,0,0,0,0,0,2.0,141.14285714285714,177.0,126.8,0,0,0,0,0,0,2,354,5,634,-1,507,1,0,0,0,0,0,0,0,0,0,No Label,BENIGN
192.168.12.140,53458,192.168.12.146,80,04/08/2024 11:53:48 AM,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,501,0,0,0,0,0,0,0,0,0,0,No Label,Bot
